	Homo-sapiens	Pan-troglodytes	Macaca-mulatta	Callithrix-jacchus	Pongo-abelii	Nomascus-leucogenys	Otolemur-garnettii	Pan-paniscus	Papio-anubis	Saimiri-boliviensis	Gorilla-gorilla	Macaca-fascicularis	Chlorocebus-sabaeus	Carlito-syrichta	Rhinopithecus-roxellana	Macaca-nemestrina	Colobus-angolensis	Mandrillus-leucophaeus	Cercocebus-atys	Aotus-nancymaae	Propithecus-coquereli	Microcebus-murinus	Cebus-imitator	Rhinopithecus-bieti	Piliocolobus-tephrosceles	Theropithecus-gelada	Hylobates-moloch	Sapajus-apella	Trachypithecus-francoisi	Lemur-catta	Macaca-thibetana	Nycticebus-coucang	Pongo-pygmaeus	Symphalangus-syndactylus	Eulemur-rufifrons
Gorilla-gorilla	0.003197442046362964	0.003197442046362964	0.0231814548361311	0.03677058353317342	0.014388489208633115	0.017585931254995968	0.11750599520383698	0.0023980815347721673	0.026378896882493952	0.04076738609112707	0.0	0.023980815347721784	0.025579536370903266	0.11350919264588333	0.026378896882493952	0.0231814548361311	0.02877697841726623	0.023980815347721784	0.023980815347721784	0.037569944044764214	0.09512390087929656	0.10631494804156671	0.03677058353317342	0.026378896882493952	0.029576338928856916	0.023980815347721784	0.0151878497202238	0.03677058353317342	0.02877697841726623	0.08952837729816143	0.022382094324540414	0.11270983213429253	0.014388489208633115	0.014388489208633115	0.08633093525179858
Macaca-fascicularis	0.023980815347721784	0.023980815347721784	0.003197442046362964	0.03517186250999205	0.02478017585931258	0.029576338928856916	0.12150279776179052	0.0231814548361311	0.010391686650679466	0.037569944044764214	0.023980815347721784	0.0	0.014388489208633115	0.11191047162270185	0.011990407673860948	0.004796163069544335	0.012789768185451633	0.007993605115907298	0.006394884092725817	0.03517186250999205	0.09512390087929656	0.10951239008792968	0.03517186250999205	0.011990407673860948	0.013589128697042319	0.006394884092725817	0.02717825739408475	0.03677058353317342	0.012789768185451633	0.08952837729816143	0.003996802557953649	0.11111111111111116	0.02478017585931258	0.026378896882493952	0.08952837729816143
Chlorocebus-sabaeus	0.025579536370903266	0.02717825739408475	0.014388489208633115	0.039168665067945696	0.029576338928856916	0.03277378097521988	0.123101518784972	0.026378896882493952	0.0151878497202238	0.04156674660271786	0.025579536370903266	0.014388489208633115	0.0	0.11830535571542766	0.0151878497202238	0.014388489208633115	0.015987210231814597	0.012789768185451633	0.012789768185451633	0.039168665067945696	0.09832134292565953	0.11111111111111116	0.039168665067945696	0.0151878497202238	0.018385291766586764	0.012789768185451633	0.0303756994404476	0.04076738609112707	0.015987210231814597	0.09592326139088725	0.0151878497202238	0.11670663469224618	0.029576338928856916	0.029576338928856916	0.09432454036770588
Carlito-syrichta	0.1151079136690647	0.1151079136690647	0.11191047162270185	0.11111111111111116	0.11270983213429253	0.11750599520383698	0.13988808952837728	0.11270983213429253	0.11111111111111116	0.11750599520383698	0.11350919264588333	0.11191047162270185	0.11830535571542766	0.0	0.11430855315747401	0.11191047162270185	0.11430855315747401	0.11111111111111116	0.11111111111111116	0.11990407673860914	0.10391686650679455	0.10871302957633888	0.11191047162270185	0.11270983213429253	0.11830535571542766	0.11191047162270185	0.11750599520383698	0.11350919264588333	0.11350919264588333	0.10551558752997603	0.11270983213429253	0.12869704236610713	0.11270983213429253	0.11670663469224618	0.10391686650679455
Rhinopithecus-roxellana	0.026378896882493952	0.026378896882493952	0.011191047162270151	0.03996802557953638	0.02877697841726623	0.031175059952038398	0.12230215827338131	0.025579536370903266	0.012789768185451633	0.04236610711430855	0.026378896882493952	0.011990407673860948	0.0151878497202238	0.11430855315747401	0.0	0.011191047162270151	0.008792965627497984	0.011990407673860948	0.010391686650679466	0.037569944044764214	0.09832134292565953	0.11270983213429253	0.0383693045563549	0.001598721023181482	0.012789768185451633	0.010391686650679466	0.029576338928856916	0.03996802557953638	0.005595523581135131	0.09512390087929656	0.011990407673860948	0.11111111111111116	0.02877697841726623	0.02877697841726623	0.09512390087929656
Macaca-nemestrina	0.0231814548361311	0.0231814548361311	0.001598721023181482	0.03517186250999205	0.023980815347721784	0.02877697841726623	0.123101518784972	0.022382094324540414	0.010391686650679466	0.03597122302158273	0.0231814548361311	0.004796163069544335	0.014388489208633115	0.11191047162270185	0.011191047162270151	0.0	0.012789768185451633	0.007993605115907298	0.006394884092725817	0.03437250199840125	0.09512390087929656	0.10951239008792968	0.03517186250999205	0.011191047162270151	0.013589128697042319	0.006394884092725817	0.026378896882493952	0.03677058353317342	0.011990407673860948	0.09112709832134291	0.0023980815347721673	0.11031175059952036	0.023980815347721784	0.025579536370903266	0.09112709832134291
Colobus-angolensis	0.02877697841726623	0.02877697841726623	0.012789768185451633	0.039168665067945696	0.031175059952038398	0.033573141486810565	0.12230215827338131	0.027977617905675434	0.013589128697042319	0.04156674660271786	0.02877697841726623	0.012789768185451633	0.015987210231814597	0.11430855315747401	0.008792965627497984	0.012789768185451633	0.0	0.012789768185451633	0.011191047162270151	0.037569944044764214	0.09832134292565953	0.11191047162270185	0.037569944044764214	0.008792965627497984	0.011990407673860948	0.011191047162270151	0.03197442046362908	0.039168665067945696	0.00959232613908878	0.09512390087929656	0.013589128697042319	0.10951239008792968	0.031175059952038398	0.031175059952038398	0.09512390087929656
Mandrillus-leucophaeus	0.025579536370903266	0.025579536370903266	0.007993605115907298	0.037569944044764214	0.027977617905675434	0.031175059952038398	0.11830535571542766	0.02478017585931258	0.008792965627497984	0.0383693045563549	0.023980815347721784	0.007993605115907298	0.012789768185451633	0.11111111111111116	0.011990407673860948	0.007993605115907298	0.012789768185451633	0.0	0.003197442046362964	0.037569944044764214	0.0927258193445244	0.10951239008792968	0.037569944044764214	0.011990407673860948	0.013589128697042319	0.004796163069544335	0.02717825739408475	0.039168665067945696	0.014388489208633115	0.0927258193445244	0.008792965627497984	0.10951239008792968	0.027977617905675434	0.027977617905675434	0.09112709832134291
Cercocebus-atys	0.023980815347721784	0.023980815347721784	0.006394884092725817	0.03437250199840125	0.026378896882493952	0.029576338928856916	0.11910471622701835	0.0231814548361311	0.007194244604316502	0.0383693045563549	0.023980815347721784	0.006394884092725817	0.012789768185451633	0.11111111111111116	0.010391686650679466	0.006394884092725817	0.011191047162270151	0.003197442046362964	0.0	0.03597122302158273	0.09352517985611508	0.1079136690647482	0.03597122302158273	0.010391686650679466	0.013589128697042319	0.003197442046362964	0.025579536370903266	0.037569944044764214	0.012789768185451633	0.09032773780975223	0.007194244604316502	0.10871302957633888	0.026378896882493952	0.026378896882493952	0.09032773780975223
Aotus-nancymaae	0.037569944044764214	0.037569944044764214	0.03437250199840125	0.019984012789768135	0.0383693045563549	0.04156674660271786	0.1310951239008793	0.03677058353317342	0.03517186250999205	0.023980815347721784	0.037569944044764214	0.03517186250999205	0.039168665067945696	0.11990407673860914	0.037569944044764214	0.03437250199840125	0.037569944044764214	0.037569944044764214	0.03597122302158273	0.0	0.0999200639488409	0.1079136690647482	0.019984012789768135	0.037569944044764214	0.0383693045563549	0.03597122302158273	0.039168665067945696	0.021582733812949617	0.037569944044764214	0.09512390087929656	0.03517186250999205	0.11830535571542766	0.0383693045563549	0.0383693045563549	0.09352517985611508
Propithecus-coquereli	0.09672262190247805	0.09512390087929656	0.09512390087929656	0.09672262190247805	0.09912070343725021	0.10391686650679455	0.08633093525179858	0.09432454036770588	0.09352517985611508	0.0999200639488409	0.09512390087929656	0.09512390087929656	0.09832134292565953	0.10391686650679455	0.09832134292565953	0.09512390087929656	0.09832134292565953	0.0927258193445244	0.09352517985611508	0.0999200639488409	0.0	0.06075139888089531	0.09352517985611508	0.09832134292565953	0.0999200639488409	0.09432454036770588	0.10311750599520386	0.09512390087929656	0.09832134292565953	0.03277378097521988	0.09592326139088725	0.07913669064748197	0.09912070343725021	0.10231814548361307	0.031175059952038398
Microcebus-murinus	0.1079136690647482	0.10631494804156671	0.10951239008792968	0.10551558752997603	0.10711430855315751	0.1079136690647482	0.10231814548361307	0.10551558752997603	0.10951239008792968	0.11111111111111116	0.10631494804156671	0.10951239008792968	0.11111111111111116	0.10871302957633888	0.11270983213429253	0.10951239008792968	0.11191047162270185	0.10951239008792968	0.1079136690647482	0.1079136690647482	0.06075139888089531	0.0	0.10871302957633888	0.11270983213429253	0.1151079136690647	0.10951239008792968	0.10711430855315751	0.11031175059952036	0.11270983213429253	0.06075139888089531	0.11031175059952036	0.0927258193445244	0.10711430855315751	0.1079136690647482	0.05755395683453235
Cebus-imitator	0.03677058353317342	0.03677058353317342	0.03517186250999205	0.01918465227817745	0.039168665067945696	0.04236610711430855	0.123101518784972	0.03597122302158273	0.03517186250999205	0.01918465227817745	0.03677058353317342	0.03517186250999205	0.039168665067945696	0.11191047162270185	0.0383693045563549	0.03517186250999205	0.037569944044764214	0.037569944044764214	0.03597122302158273	0.019984012789768135	0.09352517985611508	0.10871302957633888	0.0	0.0383693045563549	0.04156674660271786	0.03597122302158273	0.04076738609112707	0.003197442046362964	0.03996802557953638	0.09112709832134291	0.03597122302158273	0.11430855315747401	0.039168665067945696	0.03996802557953638	0.08952837729816143
Rhinopithecus-bieti	0.026378896882493952	0.026378896882493952	0.011191047162270151	0.03996802557953638	0.02877697841726623	0.031175059952038398	0.12230215827338131	0.025579536370903266	0.012789768185451633	0.04236610711430855	0.026378896882493952	0.011990407673860948	0.0151878497202238	0.11270983213429253	0.001598721023181482	0.011191047162270151	0.008792965627497984	0.011990407673860948	0.010391686650679466	0.037569944044764214	0.09832134292565953	0.11270983213429253	0.0383693045563549	0.0	0.012789768185451633	0.010391686650679466	0.029576338928856916	0.03996802557953638	0.005595523581135131	0.09512390087929656	0.011990407673860948	0.11111111111111116	0.02877697841726623	0.02877697841726623	0.09512390087929656
Piliocolobus-tephrosceles	0.029576338928856916	0.029576338928856916	0.013589128697042319	0.03996802557953638	0.03197442046362908	0.03517186250999205	0.12549960031974416	0.02877697841726623	0.015987210231814597	0.04396482813749003	0.029576338928856916	0.013589128697042319	0.018385291766586764	0.11830535571542766	0.012789768185451633	0.013589128697042319	0.011990407673860948	0.013589128697042319	0.013589128697042319	0.0383693045563549	0.0999200639488409	0.1151079136690647	0.04156674660271786	0.012789768185451633	0.0	0.013589128697042319	0.03277378097521988	0.043165467625899234	0.0151878497202238	0.09672262190247805	0.014388489208633115	0.11270983213429253	0.03197442046362908	0.03197442046362908	0.09672262190247805
Theropithecus-gelada	0.023980815347721784	0.023980815347721784	0.006394884092725817	0.03597122302158273	0.026378896882493952	0.029576338928856916	0.11990407673860914	0.0231814548361311	0.005595523581135131	0.0383693045563549	0.023980815347721784	0.006394884092725817	0.012789768185451633	0.11191047162270185	0.010391686650679466	0.006394884092725817	0.011191047162270151	0.004796163069544335	0.003197442046362964	0.03597122302158273	0.09432454036770588	0.10951239008792968	0.03597122302158273	0.010391686650679466	0.013589128697042319	0.0	0.02717825739408475	0.037569944044764214	0.012789768185451633	0.09112709832134291	0.007194244604316502	0.10951239008792968	0.026378896882493952	0.026378896882493952	0.09112709832134291
Hylobates-moloch	0.0151878497202238	0.013589128697042319	0.026378896882493952	0.039168665067945696	0.0151878497202238	0.005595523581135131	0.12470023980815348	0.014388489208633115	0.029576338928856916	0.043165467625899234	0.0151878497202238	0.02717825739408475	0.0303756994404476	0.11750599520383698	0.029576338928856916	0.026378896882493952	0.03197442046362908	0.02717825739408475	0.025579536370903266	0.039168665067945696	0.10311750599520386	0.10711430855315751	0.04076738609112707	0.029576338928856916	0.03277378097521988	0.02717825739408475	0.0	0.04156674660271786	0.03197442046362908	0.09432454036770588	0.02717825739408475	0.11830535571542766	0.0151878497202238	0.0023980815347721673	0.09352517985611508
Sapajus-apella	0.03677058353317342	0.03677058353317342	0.03677058353317342	0.02078337330135893	0.03996802557953638	0.043165467625899234	0.1239008792965628	0.03597122302158273	0.03677058353317342	0.02078337330135893	0.03677058353317342	0.03677058353317342	0.04076738609112707	0.11350919264588333	0.03996802557953638	0.03677058353317342	0.039168665067945696	0.039168665067945696	0.037569944044764214	0.021582733812949617	0.09512390087929656	0.11031175059952036	0.003197442046362964	0.03996802557953638	0.043165467625899234	0.037569944044764214	0.04156674660271786	0.0	0.04156674660271786	0.0927258193445244	0.037569944044764214	0.1159072741806555	0.03996802557953638	0.04076738609112707	0.09112709832134291
Trachypithecus-francoisi	0.02717825739408475	0.02877697841726623	0.011990407673860948	0.04156674660271786	0.029576338928856916	0.033573141486810565	0.12230215827338131	0.027977617905675434	0.0151878497202238	0.04396482813749003	0.02877697841726623	0.012789768185451633	0.015987210231814597	0.11350919264588333	0.005595523581135131	0.011990407673860948	0.00959232613908878	0.014388489208633115	0.012789768185451633	0.037569944044764214	0.09832134292565953	0.11270983213429253	0.03996802557953638	0.005595523581135131	0.0151878497202238	0.012789768185451633	0.03197442046362908	0.04156674660271786	0.0	0.09512390087929656	0.012789768185451633	0.10951239008792968	0.029576338928856916	0.031175059952038398	0.09512390087929656
Lemur-catta	0.08952837729816143	0.08792965627498006	0.09112709832134291	0.09112709832134291	0.09032773780975223	0.09512390087929656	0.08792965627498006	0.08713029576338926	0.09032773780975223	0.09432454036770588	0.08952837729816143	0.08952837729816143	0.09592326139088725	0.10551558752997603	0.09512390087929656	0.09112709832134291	0.09512390087929656	0.0927258193445244	0.09032773780975223	0.09512390087929656	0.03277378097521988	0.06075139888089531	0.09112709832134291	0.09512390087929656	0.09672262190247805	0.09112709832134291	0.09432454036770588	0.0927258193445244	0.09512390087929656	0.0	0.0919264588329336	0.08073541167066345	0.09032773780975223	0.09352517985611508	0.015987210231814597
Macaca-thibetana	0.023980815347721784	0.023980815347721784	0.0007993605115906854	0.03597122302158273	0.02478017585931258	0.029576338928856916	0.1239008792965628	0.0231814548361311	0.011191047162270151	0.03677058353317342	0.022382094324540414	0.003996802557953649	0.0151878497202238	0.11270983213429253	0.011990407673860948	0.0023980815347721673	0.013589128697042319	0.008792965627497984	0.007194244604316502	0.03517186250999205	0.09592326139088725	0.11031175059952036	0.03597122302158273	0.011990407673860948	0.014388489208633115	0.007194244604316502	0.02717825739408475	0.037569944044764214	0.012789768185451633	0.0919264588329336	0.0	0.11111111111111116	0.02478017585931258	0.026378896882493952	0.0919264588329336
Nycticebus-coucang	0.11270983213429253	0.11111111111111116	0.11031175059952036	0.11670663469224618	0.11430855315747401	0.11750599520383698	0.052757793764988015	0.11111111111111116	0.1079136690647482	0.11830535571542766	0.11270983213429253	0.11111111111111116	0.11670663469224618	0.12869704236610713	0.11111111111111116	0.11031175059952036	0.10951239008792968	0.10951239008792968	0.10871302957633888	0.11830535571542766	0.07913669064748197	0.0927258193445244	0.11430855315747401	0.11111111111111116	0.11270983213429253	0.10951239008792968	0.11830535571542766	0.1159072741806555	0.10951239008792968	0.08073541167066345	0.11111111111111116	0.0	0.11430855315747401	0.11750599520383698	0.0767386091127098
Pongo-pygmaeus	0.014388489208633115	0.014388489208633115	0.023980815347721784	0.03437250199840125	0.0	0.017585931254995968	0.12070343725019983	0.013589128697042319	0.02877697841726623	0.03996802557953638	0.014388489208633115	0.02478017585931258	0.029576338928856916	0.11270983213429253	0.02877697841726623	0.023980815347721784	0.031175059952038398	0.027977617905675434	0.026378896882493952	0.0383693045563549	0.09912070343725021	0.10711430855315751	0.039168665067945696	0.02877697841726623	0.03197442046362908	0.026378896882493952	0.0151878497202238	0.03996802557953638	0.029576338928856916	0.09032773780975223	0.02478017585931258	0.11430855315747401	0.0	0.014388489208633115	0.09032773780975223
Symphalangus-syndactylus	0.014388489208633115	0.012789768185451633	0.025579536370903266	0.0383693045563549	0.014388489208633115	0.004796163069544335	0.1239008792965628	0.013589128697042319	0.02877697841726623	0.04236610711430855	0.014388489208633115	0.026378896882493952	0.029576338928856916	0.11670663469224618	0.02877697841726623	0.025579536370903266	0.031175059952038398	0.027977617905675434	0.026378896882493952	0.0383693045563549	0.10231814548361307	0.1079136690647482	0.03996802557953638	0.02877697841726623	0.03197442046362908	0.026378896882493952	0.0023980815347721673	0.04076738609112707	0.031175059952038398	0.09352517985611508	0.026378896882493952	0.11750599520383698	0.014388489208633115	0.0	0.0927258193445244
Eulemur-rufifrons	0.08792965627498006	0.08633093525179858	0.09112709832134291	0.09112709832134291	0.09032773780975223	0.09432454036770588	0.08792965627498006	0.08713029576338926	0.09032773780975223	0.09432454036770588	0.08633093525179858	0.08952837729816143	0.09432454036770588	0.10391686650679455	0.09512390087929656	0.09112709832134291	0.09512390087929656	0.09112709832134291	0.09032773780975223	0.09352517985611508	0.031175059952038398	0.05755395683453235	0.08952837729816143	0.09512390087929656	0.09672262190247805	0.09112709832134291	0.09352517985611508	0.09112709832134291	0.09512390087929656	0.015987210231814597	0.0919264588329336	0.0767386091127098	0.09032773780975223	0.0927258193445244	0.0
